Artikelnummer,Warengruppe,Kalenderwoche,Saison,RW,Verkäufe,Preis,Lagerbestand
A0003,Denim Pants,14,Frühling,9.117706813910122,12,90.11,90
A0003,Denim Pants,15,Frühling,9.318688542631097,13,26.11,393
A0003,Denim Pants,16,Frühling,14.362808194179603,17,31.03,356
A0003,Denim Pants,17,Frühling,6.611345839440547,17,119.05,50
A0003,Denim Pants,18,Frühling,11.243576986151252,12,81.24,268
A0003,Denim Pants,19,Frühling,5.84093178701213,8,70.04,364
A0003,Denim Pants,20,Frühling,13.833837185853934,12,60.36,334
A0003,Denim Pants,21,Frühling,2.932829758090538,10,58.76,273
A0003,Denim Pants,22,Sommer,16.14403365495506,12,119.51,247
A0003,Denim Pants,23,Sommer,16.448702662466744,8,56.27,312
A0003,Denim Pants,24,Sommer,16.95495589391658,7,88.83,454
A0003,Denim Pants,25,Sommer,16.12575606333166,12,110.24,59
A0003,Denim Pants,26,Sommer,5.717704404134915,12,41.73,17
A0003,Denim Pants,27,Sommer,17.76967121707961,9,35.69,139
A0003,Denim Pants,28,Sommer,13.929208065573173,7,36.88,286
A0003,Denim Pants,29,Sommer,3.10708934454342,13,64.77,485
A0003,Denim Pants,30,Sommer,10.302412420641842,11,85.67,482
A0003,Denim Pants,31,Sommer,3.1646293726156154,10,129.79,343
A0003,Denim Pants,32,Sommer,9.145781174174314,6,67.79,362
A0003,Denim Pants,33,Sommer,4.226965321695797,12,108.67,93
A0003,Denim Pants,34,Sommer,17.825796437263005,10,45.99,144
A0003,Denim Pants,35,Sommer,13.087256188801053,9,23.52,133
A0003,Denim Pants,36,Herbst,4.253290367650148,12,41.0,449
A0003,Denim Pants,37,Herbst,14.382307884720817,17,46.4,111
A0003,Denim Pants,38,Herbst,17.838445308803106,10,80.09,156
A0003,Denim Pants,39,Herbst,3.0078588908443766,14,108.5,464
A0003,Denim Pants,40,Herbst,12.906680333594071,8,80.02,170
A0003,Denim Pants,41,Herbst,11.839570123182002,11,76.83,12
A0003,Denim Pants,42,Herbst,5.722895218000892,15,91.41,150
A0003,Denim Pants,43,Herbst,2.7690158276182517,10,29.63,59
A0003,Denim Pants,44,Herbst,16.972764029242867,8,116.08,20
A0003,Denim Pants,45,Herbst,14.957418354606094,16,111.14,154
A0003,Denim Pants,46,Herbst,14.10023712183094,5,87.43,167
A0003,Denim Pants,47,Herbst,5.311865514288536,9,23.96,229
A0003,Denim Pants,48,Herbst,12.188189896658118,4,103.73,312
A0003,Denim Pants,49,Winter,7.849128495911214,13,74.34,64
A0003,Denim Pants,50,Winter,5.958946133297978,15,72.97,256
A0003,Denim Pants,51,Winter,3.038654999882386,10,43.75,344
A0003,Denim Pants,52,Winter,17.959586152969194,15,48.27,330
A0003,Denim Pants,53,Winter,10.960757840131008,11,70.52,406
A0004,T-Shirts,1,Winter,11.453637070251869,13,47.04,419
A0004,T-Shirts,2,Winter,8.85257381931724,11,45.46,300
A0004,T-Shirts,3,Winter,5.948114253983228,11,97.01,30
A0004,T-Shirts,4,Winter,7.8765829127083,15,89.91,90
A0004,T-Shirts,5,Winter,13.83972076664808,11,20.02,312
A0004,T-Shirts,6,Winter,5.5527342209946955,14,55.39,341
A0004,T-Shirts,7,Winter,14.276474386183603,8,113.56,310
A0004,T-Shirts,8,Winter,12.19647226644863,15,108.12,67
A0004,T-Shirts,9,Frühling,5.331623706896504,11,69.48,73
A0004,T-Shirts,10,Frühling,17.430737909881216,5,104.14,380
A0004,T-Shirts,11,Frühling,11.476144464495531,12,24.43,337
A0004,T-Shirts,12,Frühling,2.1944583939308733,8,49.85,368
A0004,T-Shirts,13,Frühling,5.88074418106751,6,58.65,33
A0004,T-Shirts,14,Frühling,14.111079609334558,7,26.99,137
A0004,T-Shirts,15,Frühling,14.695724985377506,13,120.53,240
A0004,T-Shirts,16,Frühling,4.218572839538604,9,53.83,174
A0004,T-Shirts,17,Frühling,7.510643115547506,12,57.61,412
A0004,T-Shirts,18,Frühling,4.190632716024278,7,77.98,78
A0004,T-Shirts,19,Frühling,18.505804848280256,14,97.74,253
A0004,T-Shirts,20,Frühling,14.703326548326801,12,114.75,486
A0004,T-Shirts,21,Frühling,6.290525339172089,11,31.26,414
A0004,T-Shirts,22,Sommer,18.108010860751033,5,93.85,154
A0004,T-Shirts,23,Sommer,16.578668382094264,10,118.03,462
A0004,T-Shirts,24,Sommer,4.806636916888124,13,127.89,255
A0004,T-Shirts,25,Sommer,6.458644573958097,9,34.96,289
A0004,T-Shirts,26,Sommer,6.033479987883983,7,41.02,387
A0004,T-Shirts,27,Sommer,13.327702656266851,10,112.2,298
A0004,T-Shirts,28,Sommer,2.6760231679716973,12,99.08,485
A0004,T-Shirts,29,Sommer,9.753773570256504,19,108.41,103
A0004,T-Shirts,30,Sommer,11.926974230184323,13,82.05,287
A0004,T-Shirts,31,Sommer,8.029532108196623,11,75.69,313
A0004,T-Shirts,32,Sommer,5.226540356374217,12,93.72,162
A0004,T-Shirts,33,Sommer,15.265505117939549,7,58.15,91
A0004,T-Shirts,34,Sommer,17.416631793546735,14,115.82,222
A0004,T-Shirts,35,Sommer,15.307646451727145,12,53.4,77
A0004,T-Shirts,36,Herbst,13.47185891446084,16,68.52,426
A0004,T-Shirts,37,Herbst,16.06405071994952,15,109.0,118
A0004,T-Shirts,38,Herbst,6.652892782098061,7,74.67,464
A0004,T-Shirts,39,Herbst,19.906419650888477,9,41.39,123
A0004,T-Shirts,40,Herbst,11.286574991353461,4,29.9,360
A0004,T-Shirts,41,Herbst,18.09874249808418,12,87.31,178
A0004,T-Shirts,42,Herbst,12.976367314942374,6,25.75,322
A0004,T-Shirts,43,Herbst,2.8606230625221625,13,79.46,109
A0004,T-Shirts,44,Herbst,6.899415216584224,14,80.13,69
A0004,T-Shirts,45,Herbst,5.683623144479243,14,45.51,26
A0004,T-Shirts,46,Herbst,4.21059815714143,12,21.79,284
A0004,T-Shirts,47,Herbst,12.5713244713648,5,121.78,394
A0004,T-Shirts,48,Herbst,15.071796651479719,8,73.65,384
A0004,T-Shirts,49,Winter,12.981852644506226,10,64.74,459
A0004,T-Shirts,50,Winter,9.745416105395169,3,103.28,59
A0004,T-Shirts,51,Winter,6.361736200032059,9,102.72,261
A0004,T-Shirts,52,Winter,12.968282578703061,10,102.94,313
A0004,T-Shirts,53,Winter,8.527387003870658,12,72.06,116
A0005,Jackets,1,Winter,11.023169598840832,7,26.99,431
A0005,Jackets,2,Winter,7.36846053796576,8,66.28,429
A0005,Jackets,3,Winter,17.877532404252364,16,125.76,333
A0005,Jackets,4,Winter,14.734518849324532,5,36.81,495
A0005,Jackets,5,Winter,9.11989213548037,10,83.28,48
A0005,Jackets,6,Winter,14.522652003368389,11,66.19,430
A0005,Jackets,7,Winter,18.35350661420997,12,124.71,20
A0005,Jackets,8,Winter,10.652141242075908,10,91.51,113
A0005,Jackets,9,Frühling,11.632930713336924,4,122.55,348
A0005,Jackets,10,Frühling,18.505798296539258,13,33.76,444
A0005,Jackets,11,Frühling,13.809368607808137,8,113.77,297
A0005,Jackets,12,Frühling,13.763412527879833,10,82.07,117
A0005,Jackets,13,Frühling,18.664439772961046,7,21.08,405
A0005,Jackets,14,Frühling,2.962210649135212,13,95.29,171
A0005,Jackets,15,Frühling,11.6572702350673,15,110.95,139
A0005,Jackets,16,Frühling,6.282678646514362,13,74.07,416
A0005,Jackets,17,Frühling,2.3545201595216225,11,126.18,158
A0005,Jackets,18,Frühling,9.978223393411083,10,100.28,490
A0005,Jackets,19,Frühling,3.5959014817307073,6,89.16,43
A0005,Jackets,20,Frühling,14.617723251309414,11,92.51,24
A0005,Jackets,21,Frühling,2.5382836152287593,10,104.67,11
A0005,Jackets,22,Sommer,5.372964296398166,8,30.37,246
A0005,Jackets,23,Sommer,13.247954954954679,11,125.37,123
A0005,Jackets,24,Sommer,19.15849267169987,9,73.81,425
A0005,Jackets,25,Sommer,12.568714921711171,9,64.75,387
A0005,Jackets,26,Sommer,14.304868679758082,9,66.71,181
A0005,Jackets,27,Sommer,3.6937310911099575,7,119.33,201
A0005,Jackets,28,Sommer,3.770284023381027,7,75.78,247
A0005,Jackets,29,Sommer,14.282572659718896,12,75.85,362
A0005,Jackets,30,Sommer,14.542989394369139,9,97.16,326
A0005,Jackets,31,Sommer,6.4536458944160096,8,52.83,243
A0005,Jackets,32,Sommer,19.832908783961482,9,98.12,430
A0005,Jackets,33,Sommer,2.7232738487889256,11,54.03,66
A0005,Jackets,34,Sommer,4.52930541341679,6,104.0,474
A0005,Jackets,35,Sommer,2.063635927253891,15,62.57,74
A0005,Jackets,36,Herbst,13.099435953127964,16,112.86,386
A0005,Jackets,37,Herbst,13.880734966970682,8,81.86,97
A0005,Jackets,38,Herbst,18.171221924864895,6,90.44,393
A0005,Jackets,39,Herbst,2.9115819568638837,13,77.82,192
A0005,Jackets,40,Herbst,12.735159911141524,10,117.12,306
A0005,Jackets,41,Herbst,7.601683371945947,10,48.85,428
A0005,Jackets,42,Herbst,15.32458005466024,9,85.37,282
A0005,Jackets,43,Herbst,3.727768221160984,10,27.11,38
A0005,Jackets,44,Herbst,8.318836259960015,11,68.41,252
A0005,Jackets,45,Herbst,17.656323125191165,10,105.85,49
A0005,Jackets,46,Herbst,15.712383700617641,3,99.61,479
A0005,Jackets,47,Herbst,8.662750208631426,9,125.94,496
A0005,Jackets,48,Herbst,11.799501579721703,8,73.76,350
A0005,Jackets,49,Winter,3.177378326642101,11,123.13,76
A0005,Jackets,50,Winter,2.9114788112764005,11,75.49,88
A0005,Jackets,51,Winter,16.176381541171693,7,107.41,219
A0005,Jackets,52,Winter,4.161299628024558,8,86.78,78
A0005,Jackets,53,Winter,15.518176649006241,9,103.2,372
A0006,Sweatshirts,1,Winter,15.937627353191257,9,81.0,227
A0006,Sweatshirts,2,Winter,5.019480754896974,10,47.23,304
A0006,Sweatshirts,3,Winter,3.013702914132949,10,93.59,37
A0006,Sweatshirts,4,Winter,7.564887331806018,6,90.16,161
A0006,Sweatshirts,5,Winter,8.995686970459467,14,85.84,302
A0006,Sweatshirts,6,Winter,13.037192996370827,10,76.62,196
A0006,Sweatshirts,7,Winter,2.9644883575702092,5,107.51,159
A0006,Sweatshirts,8,Winter,17.821855590116982,16,108.84,424
A0006,Sweatshirts,9,Frühling,11.056196432204462,15,23.68,71
A0006,Sweatshirts,10,Frühling,15.812689701164988,12,60.92,163
A0006,Sweatshirts,11,Frühling,2.192972390311538,11,63.52,429
A0006,Sweatshirts,12,Frühling,8.75546415359699,6,87.84,302
A0006,Sweatshirts,13,Frühling,5.76408155633705,9,42.77,183
A0006,Sweatshirts,14,Frühling,15.242705615177893,15,91.03,171
A0006,Sweatshirts,15,Frühling,11.074402066183264,10,43.16,77
A0006,Sweatshirts,16,Frühling,6.7137199445313795,9,34.52,62
A0006,Sweatshirts,17,Frühling,4.2678636530994005,8,22.57,494
A0006,Sweatshirts,18,Frühling,9.479107707632032,9,76.78,207
A0006,Sweatshirts,19,Frühling,3.007149075207419,12,118.26,352
A0006,Sweatshirts,20,Frühling,16.853798471936987,10,32.4,264
A0006,Sweatshirts,21,Frühling,15.6083078779209,10,128.11,275
A0006,Sweatshirts,22,Sommer,2.557464710097485,13,123.95,209
A0006,Sweatshirts,23,Sommer,18.960661816882233,5,71.75,436
A0006,Sweatshirts,24,Sommer,4.768280177781765,9,39.61,472
A0006,Sweatshirts,25,Sommer,11.501757060536214,7,28.82,363
A0006,Sweatshirts,26,Sommer,14.866019750231773,12,44.77,312
A0006,Sweatshirts,27,Sommer,8.127408928012049,8,99.16,125
A0006,Sweatshirts,28,Sommer,4.377299847509215,20,81.66,233
A0006,Sweatshirts,29,Sommer,16.36773689672451,11,70.72,218
A0006,Sweatshirts,30,Sommer,18.94176453712367,5,91.44,295
A0006,Sweatshirts,31,Sommer,3.091311420791935,12,104.92,253
A0006,Sweatshirts,32,Sommer,13.460596404139531,11,105.1,208
A0006,Sweatshirts,33,Sommer,2.2078842741031206,7,117.13,181
A0006,Sweatshirts,34,Sommer,9.244605169031322,12,48.35,351
A0006,Sweatshirts,35,Sommer,14.872101720088823,5,118.56,320
A0006,Sweatshirts,36,Herbst,13.81317085801117,6,106.81,74
A0006,Sweatshirts,37,Herbst,15.639923142610455,13,108.82,355
A0006,Sweatshirts,38,Herbst,8.355642885775788,13,120.93,31
A0006,Sweatshirts,39,Herbst,9.479592315330116,14,20.74,457
A0006,Sweatshirts,40,Herbst,9.530586055372776,9,32.17,359
A0006,Sweatshirts,41,Herbst,14.219388305576523,18,95.44,438
A0006,Sweatshirts,42,Herbst,15.02604551853532,10,82.32,151
A0006,Sweatshirts,43,Herbst,8.533604619722471,12,110.0,118
A0006,Sweatshirts,44,Herbst,14.639634598142798,12,121.34,142
A0006,Sweatshirts,45,Herbst,16.06206949776405,11,47.55,439
A0006,Sweatshirts,46,Herbst,12.535993838779529,8,111.01,42
A0006,Sweatshirts,47,Herbst,7.42418179416777,8,110.78,426
A0006,Sweatshirts,48,Herbst,3.3715067062834807,5,108.54,234
A0006,Sweatshirts,49,Winter,9.644620192208034,16,33.23,334
A0006,Sweatshirts,50,Winter,9.639506287208851,20,45.49,84
A0006,Sweatshirts,51,Winter,15.183382280346928,14,36.36,267
A0006,Sweatshirts,52,Winter,19.787681819666798,7,69.35,311
A0006,Sweatshirts,53,Winter,5.987459535233996,13,73.13,97
A0007,Denim Pants,1,Winter,4.637036183350865,9,28.83,154
A0007,Denim Pants,2,Winter,11.979165643875604,14,39.32,128
A0007,Denim Pants,3,Winter,11.528833741139753,11,48.04,36
A0007,Denim Pants,4,Winter,18.14271287276693,7,103.27,298
A0007,Denim Pants,5,Winter,8.161997533702955,8,118.97,449
A0007,Denim Pants,6,Winter,11.336595759063085,11,128.3,471
A0007,Denim Pants,7,Winter,4.586170108861454,10,94.61,133
A0007,Denim Pants,8,Winter,19.15937083998537,11,128.92,385
A0007,Denim Pants,9,Frühling,6.268168684529665,7,82.94,391
A0007,Denim Pants,10,Frühling,14.67539371593946,4,71.24,359
A0007,Denim Pants,11,Frühling,11.873045840131665,5,72.86,387
A0007,Denim Pants,12,Frühling,8.230009002589867,9,121.09,319
A0007,Denim Pants,13,Frühling,8.04288513561724,12,77.23,86
A0007,Denim Pants,14,Frühling,6.36821363966112,7,115.64,174
A0007,Denim Pants,15,Frühling,3.45943656752588,14,46.63,241
A0007,Denim Pants,16,Frühling,4.47545399031372,7,104.52,466
A0007,Denim Pants,17,Frühling,3.8678825594648787,11,104.9,322
A0007,Denim Pants,18,Frühling,11.197855570309331,7,38.04,228
A0007,Denim Pants,19,Frühling,8.561578694911255,9,125.28,318
A0007,Denim Pants,20,Frühling,11.528925958609074,7,46.3,369
A0007,Denim Pants,21,Frühling,8.699611961404756,7,127.47,478
A0007,Denim Pants,22,Sommer,12.536651736193933,11,115.2,296
A0007,Denim Pants,23,Sommer,11.82020299495529,6,105.93,210
A0007,Denim Pants,24,Sommer,5.729277887518178,13,102.09,439
A0007,Denim Pants,25,Sommer,17.418218454282574,12,23.12,183
A0007,Denim Pants,26,Sommer,10.974488208594185,7,103.58,209
A0007,Denim Pants,27,Sommer,17.437593352887216,8,67.23,208
A0007,Denim Pants,28,Sommer,13.516202532554859,10,57.9,98
A0007,Denim Pants,29,Sommer,17.05912788495839,5,104.42,215
A0007,Denim Pants,30,Sommer,12.652055021653734,12,23.98,351
A0007,Denim Pants,31,Sommer,17.858364037182827,14,31.93,402
A0007,Denim Pants,32,Sommer,6.09986842472006,8,80.81,23
A0007,Denim Pants,33,Sommer,14.212117910442156,11,124.71,369
A0007,Denim Pants,34,Sommer,12.135499549301603,10,68.01,23
A0007,Denim Pants,35,Sommer,19.588837162642793,7,62.96,236
A0007,Denim Pants,36,Herbst,15.164378016299613,11,77.21,152
A0007,Denim Pants,37,Herbst,3.069814152613337,13,24.9,413
A0007,Denim Pants,38,Herbst,10.097381984124413,5,45.56,14
A0007,Denim Pants,39,Herbst,6.285779312800177,9,27.86,247
A0007,Denim Pants,40,Herbst,8.500355059995114,4,82.55,446
A0007,Denim Pants,41,Herbst,17.266996907990396,11,95.07,209
A0007,Denim Pants,42,Herbst,17.92440993468542,5,54.59,232
A0007,Denim Pants,43,Herbst,2.3692929995662166,18,118.03,427
A0007,Denim Pants,44,Herbst,6.5900409998650655,8,54.28,478
A0007,Denim Pants,45,Herbst,7.223875474298659,12,93.84,449
A0007,Denim Pants,46,Herbst,15.498427870110048,9,59.02,130
A0007,Denim Pants,47,Herbst,19.2924778748785,12,86.81,117
A0007,Denim Pants,48,Herbst,16.413234662424628,14,55.17,245
A0007,Denim Pants,49,Winter,6.851838579158635,13,115.75,172
A0007,Denim Pants,50,Winter,9.794654341967682,13,89.86,230
A0007,Denim Pants,51,Winter,6.689409532625325,11,68.45,280
A0007,Denim Pants,52,Winter,12.76639128431351,15,122.26,262
A0007,Denim Pants,53,Winter,14.604490532635841,11,81.91,97
A0008,Pants,1,Winter,2.6646078090982037,14,56.17,213
A0008,Pants,2,Winter,14.186338811352252,7,119.26,280
A0008,Pants,3,Winter,7.726016421572786,11,54.42,406
A0008,Pants,4,Winter,18.40785277769018,6,122.78,419
A0008,Pants,5,Winter,11.437887038708254,15,96.63,354
A0008,Pants,6,Winter,6.556745012472117,8,64.67,177
A0008,Pants,7,Winter,2.3863174344514353,9,60.19,427
A0008,Pants,8,Winter,2.4623598000369893,4,66.71,228
A0008,Pants,9,Frühling,2.729913349227429,6,30.15,179
A0008,Pants,10,Frühling,16.427949666018787,6,64.29,186
A0008,Pants,11,Frühling,19.370992244715808,15,63.11,161
A0008,Pants,12,Frühling,14.136957521192276,9,37.53,104
A0008,Pants,13,Frühling,5.004087815103272,7,70.39,352
A0008,Pants,14,Frühling,15.264580277162654,12,86.02,137
A0008,Pants,15,Frühling,3.4559555056761386,12,23.76,253
A0008,Pants,16,Frühling,11.149765236034874,6,112.06,194
A0008,Pants,17,Frühling,7.7286670876550545,8,108.01,182
A0008,Pants,18,Frühling,11.371261869373651,7,21.48,245
A0008,Pants,19,Frühling,17.770298296327265,14,40.8,207
A0008,Pants,20,Frühling,19.601366751467022,9,54.6,385
A0008,Pants,21,Frühling,6.8851984570656715,9,116.01,369
A0008,Pants,22,Sommer,6.995091523263289,13,106.75,181
A0008,Pants,23,Sommer,12.804975768537778,10,127.5,321
A0008,Pants,24,Sommer,7.462464494920255,13,91.07,65
A0008,Pants,25,Sommer,14.107117969064332,7,81.17,439
A0008,Pants,26,Sommer,14.008312487199795,8,82.84,96
A0008,Pants,27,Sommer,18.46701676144385,18,82.06,132
A0008,Pants,28,Sommer,11.67551112633221,11,49.62,175
A0008,Pants,29,Sommer,8.486743182316276,9,56.07,231
A0008,Pants,30,Sommer,9.06767875134433,4,34.01,265
A0008,Pants,31,Sommer,6.5806960611690615,4,86.75,59
A0008,Pants,32,Sommer,6.0910044661284335,9,34.81,165
A0008,Pants,33,Sommer,2.2107477481337465,13,94.62,421
A0008,Pants,34,Sommer,16.99833814645027,7,23.47,151
A0008,Pants,35,Sommer,6.824238375689274,13,74.08,23
A0008,Pants,36,Herbst,3.559388471563287,9,55.97,206
A0008,Pants,37,Herbst,3.576706975833562,2,109.37,23
A0008,Pants,38,Herbst,12.643186816397545,5,65.92,142
A0008,Pants,39,Herbst,18.130749287820052,10,35.26,170
A0008,Pants,40,Herbst,5.010584854657998,6,73.85,138
A0008,Pants,41,Herbst,6.697185366058588,10,74.5,136
A0008,Pants,42,Herbst,9.253244622678235,10,114.63,186
A0008,Pants,43,Herbst,15.769909993910872,10,107.67,432
A0008,Pants,44,Herbst,4.575493916418598,8,20.6,55
A0008,Pants,45,Herbst,18.257301351680596,13,93.02,293
A0008,Pants,46,Herbst,11.532392400642033,10,122.28,45
